client_id;nom_client;type_client;ville;code_postal;agence_rattachement;canal_acquisition;date_creation;profil_paiement
CLI-0243;Boulangerie Marchetti 59;Professionnel;Libourne;33500;Bordeaux;Bouche-à-oreille;2022-11-15;Bon payeur
CLI-0244;Boulangerie Marchetti 85;Professionnel;Talence;33400;Bordeaux;Partenaire;2022-11-17;Litigieux
CLI-0245;Cabinet vétérinaire Dorel 5;Professionnel;Balma;31130;Toulouse;Site web;2022-11-19;Standard
CLI-0246;Émile Chevalier;Particulier;Blagnac;31700;Toulouse;Bouche-à-oreille;2022-11-20;Standard
CLI-0247;Restaurant Le Bistrot 2;Professionnel;Talence;33400;Bordeaux;Google Ads;2022-11-28;Lent
CLI-0248;Tiphaine Colin;Particulier;Mérignac;33700;Bordeaux;Prospection;2022-11-29;Bon payeur
CLI-0249;Laure Dupuis;Particulier;Toulouse;31000;Toulouse;Site web;2022-12-01;Lent
CLI-0250;EHPAD Les Glycines 1;Syndic;Toulouse;31000;Toulouse;Prospection;2022-12-07;Bon payeur
CLI-0251;Delphine Moreau;Particulier;Pessac;33600;Bordeaux;Partenaire;2022-12-12;Bon payeur
CLI-0252;Delphine Millet;Particulier;Pessac;33600;Bordeaux;Bouche-à-oreille;2022-12-13;Standard
CLI-0253;Émile Barbier;Particulier;Bègles;33130;Bordeaux;Site web;2022-12-18;Bon payeur
CLI-0254;Serge Masson;Particulier;Blagnac;31700;Toulouse;Annuaire pro;2022-12-30;Standard
CLI-0255;Hélène Guerin;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2023-01-01;Lent
CLI-0256;Émile Renard;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2023-01-03;Standard
CLI-0257;Pharmacie Centrale 93;Professionnel;Tournefeuille;31170;Toulouse;Prospection;2023-01-05;Bon payeur
CLI-0258;Foncia Occitanie 22;Professionnel;Mérignac;33700;Bordeaux;Partenaire;2023-01-07;Standard
CLI-0259;Hôtel Le Cardinal 46;Professionnel;Talence;33400;Bordeaux;Site web;2023-01-10;Lent
CLI-0260;Résidence Les Oliviers 88;Professionnel;Blagnac;31700;Toulouse;Site web;2023-01-14;Lent
CLI-0261;Émile Faure;Particulier;Blagnac;31700;Toulouse;Partenaire;2023-01-15;Standard
CLI-0262;Yasmine Dupuis;Particulier;Colomiers;31770;Toulouse;Bouche-à-oreille;2023-01-17;Standard
CLI-0263;Menuiserie Lacoste 27;Syndic;Bordeaux;33000;Bordeaux;Partenaire;2023-01-18;Standard
CLI-0264;Damien Chevalier;Particulier;Balma;31130;Toulouse;Annuaire pro;2023-01-21;Standard
CLI-0265;Yasmine Lefèvre;Particulier;Talence;33400;Bordeaux;Bouche-à-oreille;2023-01-22;Standard
CLI-0266;Hélène Nguyen;Particulier;Blagnac;31700;Toulouse;Bouche-à-oreille;2023-01-25;Lent
CLI-0267;Nathalie Berger;Particulier;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2023-01-26;Bon payeur
CLI-0268;Joëlle Vidal;Particulier;Blagnac;31700;Toulouse;Site web;2023-01-28;Standard
CLI-0269;Inès Renard;Particulier;Toulouse;31000;Toulouse;Site web;2023-01-30;Bon payeur
CLI-0270;Elsa Colin;Particulier;Pessac;33600;Bordeaux;Annuaire pro;2023-02-01;Bon payeur
CLI-0271;William Chevalier;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2023-02-06;Bon payeur
CLI-0272;Menuiserie Lacoste 52;Professionnel;Muret;31600;Toulouse;Partenaire;2023-02-07;Standard
CLI-0273;Gérard Guerin;Particulier;Talence;33400;Bordeaux;Bouche-à-oreille;2023-02-12;Bon payeur
CLI-0274;Yasmine Barbier;Particulier;Bordeaux;33000;Bordeaux;Google Ads;2023-02-15;Bon payeur
CLI-0275;Cabinet dentaire Ansel 12;Professionnel;Talence;33400;Bordeaux;Partenaire;2023-02-16;Litigieux
CLI-0276;Syndic Gestion Aquitaine 49;Professionnel;Libourne;33500;Bordeaux;Bouche-à-oreille;2023-02-22;Litigieux
CLI-0277;Franck Chevalier;Particulier;Blagnac;31700;Toulouse;Site web;2023-02-27;Standard
CLI-0278;Hugo Charpentier;Particulier;Libourne;33500;Bordeaux;Site web;2023-03-02;Standard
CLI-0279;Gaëlle Chevalier;Particulier;Muret;31600;Toulouse;Bouche-à-oreille;2023-03-04;Bon payeur
CLI-0280;Joëlle Masson;Particulier;Pessac;33600;Bordeaux;Annuaire pro;2023-03-09;Standard
CLI-0281;Rachida Robin;Particulier;Bègles;33130;Bordeaux;Google Ads;2023-03-10;Standard
CLI-0282;Valérie Roussel;Particulier;Pessac;33600;Bordeaux;Bouche-à-oreille;2023-03-12;Bon payeur
CLI-0283;Inès Aubert;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2023-03-13;Bon payeur
CLI-0284;Garage Autoplus 89;Professionnel;Colomiers;31770;Toulouse;Partenaire;2023-03-17;Standard
CLI-0285;Marc Guerin;Particulier;Bègles;33130;Bordeaux;Site web;2023-03-18;Lent
CLI-0286;Camille Nguyen;Particulier;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2023-03-21;Standard
CLI-0287;Quentin Rey;Particulier;Balma;31130;Toulouse;Bouche-à-oreille;2023-03-23;Standard
CLI-0288;Franck Barbier;Particulier;Blagnac;31700;Toulouse;Partenaire;2023-03-25;Bon payeur
CLI-0289;Alain Charpentier;Particulier;Bordeaux;33000;Bordeaux;Partenaire;2023-03-26;Lent
CLI-0290;Elsa Nguyen;Particulier;Blagnac;31700;Toulouse;Bouche-à-oreille;2023-03-28;Bon payeur
CLI-0291;Résidence Les Oliviers 90;Professionnel;Libourne;33500;Bordeaux;Partenaire;2023-03-29;Standard
CLI-0292;Boulangerie Marchetti 50;Professionnel;Bègles;33130;Bordeaux;Bouche-à-oreille;2023-03-30;Standard
CLI-0293;Résidence Les Oliviers 39;Professionnel;Colomiers;31770;Toulouse;Annuaire pro;2023-03-31;Standard
CLI-0294;Foncia Occitanie 37;Professionnel;Toulouse;31000;Toulouse;Prospection;2023-04-03;Standard
CLI-0295;Kevin Da Silva;Particulier;Toulouse;31000;Toulouse;Partenaire;2023-04-07;Standard
CLI-0296;Foncia Occitanie 71;Professionnel;Talence;33400;Bordeaux;Site web;2023-04-10;Bon payeur
CLI-0297;Supérette Vival 65;Professionnel;Libourne;33500;Bordeaux;Google Ads;2023-04-14;Bon payeur
CLI-0298;Nathalie Robin;Particulier;Tournefeuille;31170;Toulouse;Bouche-à-oreille;2023-04-22;Standard
CLI-0299;Auto-école Conduite Plus 59;Professionnel;Blagnac;31700;Toulouse;Partenaire;2023-04-23;Standard
CLI-0300;Foncia Occitanie 85;Professionnel;Toulouse;31000;Toulouse;Site web;2023-04-24;Litigieux
CLI-0301;Gaëlle Roussel;Particulier;Balma;31130;Toulouse;Bouche-à-oreille;2023-04-26;Bon payeur
CLI-0302;Adrien Vidal;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2023-04-28;Standard
CLI-0303;Cédric Robin;Particulier;Mérignac;33700;Bordeaux;Partenaire;2023-05-01;Standard
CLI-0304;Menuiserie Lacoste 57;Professionnel;Colomiers;31770;Toulouse;Site web;2023-05-02;Lent
CLI-0305;William Noel;Particulier;Balma;31130;Toulouse;Bouche-à-oreille;2023-05-04;Bon payeur
CLI-0306;Fanny Aubert;Particulier;Bègles;33130;Bordeaux;Prospection;2023-05-07;Standard
CLI-0307;Franck Aubert;Particulier;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2023-05-10;Lent
CLI-0308;Franck Da Silva;Particulier;Pessac;33600;Bordeaux;Prospection;2023-05-14;Bon payeur
CLI-0309;Cédric Guerin;Particulier;Talence;33400;Bordeaux;Annuaire pro;2023-05-20;Bon payeur
CLI-0310;SARL Toitures Sud 37;Professionnel;Libourne;33500;Bordeaux;Annuaire pro;2023-05-29;Standard
CLI-0311;SCI Les Tilleuls 81;Syndic;Toulouse;31000;Toulouse;Prospection;2023-05-30;Bon payeur
CLI-0312;Supérette Vival 78;Professionnel;Toulouse;31000;Toulouse;Bouche-à-oreille;2023-05-31;Standard
CLI-0313;SCI Les Tilleuls 56;Syndic;Mérignac;33700;Bordeaux;Bouche-à-oreille;2023-06-01;Litigieux
CLI-0314;Valérie Blanc;Particulier;Mérignac;33700;Bordeaux;Site web;2023-06-03;Bon payeur
CLI-0315;Menuiserie Lacoste 66;Professionnel;Pessac;33600;Bordeaux;Bouche-à-oreille;2023-06-11;Bon payeur
CLI-0316;Serge Gaillard;Particulier;Muret;31600;Toulouse;Site web;2023-06-13;Standard
CLI-0317;Émile Gaillard;Particulier;Libourne;33500;Bordeaux;Annuaire pro;2023-06-15;Standard
CLI-0318;Camille Colin;Particulier;Toulouse;31000;Toulouse;Site web;2023-06-17;Standard
CLI-0319;Laure Marchal;Particulier;Colomiers;31770;Toulouse;Annuaire pro;2023-06-19;Bon payeur
CLI-0320;Laure Aubert;Particulier;Libourne;33500;Bordeaux;Google Ads;2023-06-21;Bon payeur
CLI-0321;Émile Girard;Particulier;Libourne;33500;Bordeaux;Google Ads;2023-06-28;Standard
CLI-0322;Olivier Rey;Particulier;Talence;33400;Bordeaux;Bouche-à-oreille;2023-07-04;Standard
CLI-0323;Ibrahim Faure;Particulier;Pessac;33600;Bordeaux;Site web;2023-07-08;Lent
CLI-0324;Adrien Léger;Particulier;Mérignac;33700;Bordeaux;Site web;2023-07-09;Litigieux
CLI-0325;Alain Lemoine;Particulier;Colomiers;31770;Toulouse;Prospection;2023-07-10;Standard
CLI-0326;Adrien Millet;Particulier;Toulouse;31000;Toulouse;Bouche-à-oreille;2023-07-13;Standard
CLI-0327;Cabinet vétérinaire Dorel 33;Professionnel;Muret;31600;Toulouse;Google Ads;2023-07-15;Standard
CLI-0328;Hélène Chevalier;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2023-07-16;Bon payeur
CLI-0329;Quentin Léger;Particulier;Talence;33400;Bordeaux;Site web;2023-07-17;Standard
CLI-0330;Pauline Da Silva;Particulier;Muret;31600;Toulouse;Google Ads;2023-07-23;Standard
CLI-0331;Serge Chevalier;Particulier;Libourne;33500;Bordeaux;Prospection;2023-07-24;Standard
CLI-0332;Ibrahim Girard;Particulier;Pessac;33600;Bordeaux;Site web;2023-07-26;Standard
CLI-0333;Restaurant Le Bistrot 36;Professionnel;Colomiers;31770;Toulouse;Prospection;2023-07-27;Lent
CLI-0334;Serge Roussel;Particulier;Muret;31600;Toulouse;Google Ads;2023-07-28;Standard
CLI-0335;SCI Les Tilleuls 66;Syndic;Bordeaux;33000;Bordeaux;Prospection;2023-07-29;Bon payeur
CLI-0336;Elsa Aubert;Particulier;Blagnac;31700;Toulouse;Partenaire;2023-08-01;Standard
CLI-0337;Ibrahim Robin;Particulier;Balma;31130;Toulouse;Bouche-à-oreille;2023-08-04;Standard
CLI-0338;Foncia Occitanie 98;Collectivité;Pessac;33600;Bordeaux;Google Ads;2023-08-05;Bon payeur
CLI-0339;Cédric Léger;Particulier;Mérignac;33700;Bordeaux;Site web;2023-08-12;Bon payeur
CLI-0340;Béatrice Colin;Particulier;Talence;33400;Bordeaux;Site web;2023-08-14;Lent
CLI-0341;Syndic Gestion Aquitaine 93;Collectivité;Colomiers;31770;Toulouse;Bouche-à-oreille;2023-08-16;Standard
CLI-0342;Delphine Noel;Particulier;Colomiers;31770;Toulouse;Bouche-à-oreille;2023-08-20;Bon payeur
CLI-0343;Groupe scolaire Jean-Jaurès 10;Professionnel;Talence;33400;Bordeaux;Bouche-à-oreille;2023-08-23;Bon payeur
CLI-0344;Restaurant Le Bistrot 67;Syndic;Balma;31130;Toulouse;Bouche-à-oreille;2023-08-24;Lent
CLI-0345;Olivier Barbier;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2023-08-28;Standard
CLI-0346;Delphine Berger;Particulier;Libourne;33500;Bordeaux;Site web;2023-09-01;Bon payeur
CLI-0347;Camille Blanc;Particulier;Blagnac;31700;Toulouse;Prospection;2023-09-03;Standard
CLI-0348;Elsa Vidal;Particulier;Bègles;33130;Bordeaux;Prospection;2023-09-04;Bon payeur
CLI-0349;Serge Poirier;Particulier;Muret;31600;Toulouse;Bouche-à-oreille;2023-09-05;Standard
CLI-0350;Delphine Da Silva;Particulier;Bordeaux;33000;Bordeaux;Google Ads;2023-09-06;Standard
CLI-0351;Cabinet comptable Serval 35;Syndic;Pessac;33600;Bordeaux;Partenaire;2023-09-10;Standard
CLI-0352;Résidence Belvédère 97;Professionnel;Bègles;33130;Bordeaux;Bouche-à-oreille;2023-09-12;Standard
CLI-0353;Gérard Moreau;Particulier;Toulouse;31000;Toulouse;Partenaire;2023-09-13;Standard
CLI-0354;Laure Brun;Particulier;Bordeaux;33000;Bordeaux;Prospection;2023-09-17;Bon payeur
CLI-0355;Quentin Moreau;Particulier;Bègles;33130;Bordeaux;Annuaire pro;2023-09-18;Bon payeur
CLI-0356;Mairie de Lattes 28;Syndic;Libourne;33500;Bordeaux;Annuaire pro;2023-09-21;Lent
CLI-0357;Clinique du Parc 45;Syndic;Blagnac;31700;Toulouse;Site web;2023-09-26;Lent
CLI-0358;Mairie de Lattes 27;Professionnel;Mérignac;33700;Bordeaux;Site web;2023-09-29;Standard
CLI-0359;Rachida Da Silva;Particulier;Libourne;33500;Bordeaux;Site web;2023-09-30;Standard
CLI-0360;Delphine Da Silva;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2023-10-05;Bon payeur
CLI-0361;Inès Renard;Particulier;Talence;33400;Bordeaux;Partenaire;2023-10-07;Bon payeur
CLI-0362;Adrien Renard;Particulier;Pessac;33600;Bordeaux;Site web;2023-10-09;Bon payeur
CLI-0363;Tiphaine Bonnet;Particulier;Talence;33400;Bordeaux;Bouche-à-oreille;2023-10-10;Lent
CLI-0364;Serge Masson;Particulier;Talence;33400;Bordeaux;Site web;2023-10-14;Standard
CLI-0365;Ibrahim Dubois;Particulier;Muret;31600;Toulouse;Site web;2023-10-15;Standard
CLI-0366;Kevin Poirier;Particulier;Balma;31130;Toulouse;Bouche-à-oreille;2023-10-17;Bon payeur
CLI-0367;Delphine Dubois;Particulier;Balma;31130;Toulouse;Bouche-à-oreille;2023-10-18;Bon payeur
CLI-0368;Hôtel Le Cardinal 62;Collectivité;Muret;31600;Toulouse;Google Ads;2023-10-21;Standard
CLI-0369;Kevin Léger;Particulier;Pessac;33600;Bordeaux;Site web;2023-10-22;Bon payeur
CLI-0370;Elsa Bonnet;Particulier;Blagnac;31700;Toulouse;Bouche-à-oreille;2023-10-24;Bon payeur
CLI-0371;Joëlle Bonnet;Particulier;Talence;33400;Bordeaux;Partenaire;2023-10-26;Standard
CLI-0372;EHPAD Les Glycines 91;Professionnel;Libourne;33500;Bordeaux;Site web;2023-10-28;Litigieux
CLI-0373;Camping Les Pins 3;Professionnel;Bègles;33130;Bordeaux;Prospection;2023-10-29;Lent
CLI-0374;Ibrahim Marchal;Particulier;Bordeaux;33000;Bordeaux;Google Ads;2023-10-30;Bon payeur
CLI-0375;Franck Barbier;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2023-11-01;Standard
CLI-0376;Olivier Berger;Particulier;Bègles;33130;Bordeaux;Partenaire;2023-11-02;Standard
CLI-0377;Résidence Belvédère 94;Professionnel;Pessac;33600;Bordeaux;Google Ads;2023-11-03;Standard
CLI-0378;Kevin Charpentier;Particulier;Bègles;33130;Bordeaux;Google Ads;2023-11-04;Bon payeur
CLI-0379;Gaëlle Bonnet;Particulier;Bordeaux;33000;Bordeaux;Site web;2023-11-06;Standard
CLI-0380;Hugo Roussel;Particulier;Tournefeuille;31170;Toulouse;Annuaire pro;2023-11-08;Standard
CLI-0381;Inès Moreau;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2023-11-18;Standard
CLI-0382;Cabinet dentaire Ansel 22;Professionnel;Toulouse;31000;Toulouse;Site web;2023-11-22;Bon payeur
CLI-0383;Émile Brun;Particulier;Bègles;33130;Bordeaux;Site web;2023-11-26;Standard
CLI-0384;Franck Aubert;Particulier;Muret;31600;Toulouse;Site web;2023-11-29;Standard
CLI-0385;Kevin Berger;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2023-12-01;Bon payeur
CLI-0386;Hôtel Le Cardinal 23;Collectivité;Mérignac;33700;Bordeaux;Bouche-à-oreille;2023-12-02;Lent
CLI-0387;Olivier Marchal;Particulier;Toulouse;31000;Toulouse;Google Ads;2023-12-04;Bon payeur
CLI-0388;Damien Blanc;Particulier;Blagnac;31700;Toulouse;Annuaire pro;2023-12-06;Standard
CLI-0389;Auto-école Conduite Plus 8;Professionnel;Mérignac;33700;Bordeaux;Site web;2023-12-08;Standard
CLI-0390;Joëlle Guerin;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2023-12-10;Standard
CLI-0391;Foncia Occitanie 32;Syndic;Mérignac;33700;Bordeaux;Site web;2023-12-11;Lent
CLI-0392;Résidence Les Oliviers 19;Syndic;Libourne;33500;Bordeaux;Site web;2023-12-13;Standard
CLI-0393;William Perrin;Particulier;Pessac;33600;Bordeaux;Annuaire pro;2023-12-14;Bon payeur
CLI-0394;Restaurant Le Bistrot 74;Professionnel;Colomiers;31770;Toulouse;Bouche-à-oreille;2023-12-15;Bon payeur
CLI-0395;Tiphaine Girard;Particulier;Bègles;33130;Bordeaux;Site web;2023-12-17;Standard
CLI-0396;Serge Perrin;Particulier;Muret;31600;Toulouse;Partenaire;2023-12-19;Standard
CLI-0397;EHPAD Les Glycines 21;Syndic;Pessac;33600;Bordeaux;Site web;2023-12-21;Lent
CLI-0398;Hôtel Le Cardinal 3;Syndic;Toulouse;31000;Toulouse;Bouche-à-oreille;2023-12-23;Lent
CLI-0399;Résidence Belvédère 66;Syndic;Muret;31600;Toulouse;Bouche-à-oreille;2023-12-24;Standard
CLI-0400;Hôtel Le Cardinal 70;Professionnel;Muret;31600;Toulouse;Bouche-à-oreille;2023-12-25;Bon payeur
CLI-0401;Nathalie Roussel;Particulier;Blagnac;31700;Toulouse;Partenaire;2023-12-27;Standard
CLI-0402;Inès Lemoine;Particulier;Bordeaux;33000;Bordeaux;Site web;2023-12-30;Lent
CLI-0403;Cédric Masson;Particulier;Pessac;33600;Bordeaux;Bouche-à-oreille;2023-12-31;Standard
CLI-0404;Groupe scolaire Jean-Jaurès 83;Professionnel;Tournefeuille;31170;Toulouse;Annuaire pro;2024-01-03;Standard
CLI-0405;Franck Chevalier;Particulier;Bègles;33130;Bordeaux;Google Ads;2024-01-04;Standard
CLI-0406;Pauline Dubois;Particulier;Colomiers;31770;Toulouse;Google Ads;2024-01-06;Standard
CLI-0407;SARL Toitures Sud 36;Collectivité;Colomiers;31770;Toulouse;Partenaire;2024-01-07;Standard
CLI-0408;Quentin Noel;Particulier;Bègles;33130;Bordeaux;Prospection;2024-01-08;Bon payeur
CLI-0409;Office HLM Aquitaine 12;Professionnel;Tournefeuille;31170;Toulouse;Annuaire pro;2024-01-11;Bon payeur
CLI-0410;Groupe scolaire Jean-Jaurès 94;Professionnel;Talence;33400;Bordeaux;Partenaire;2024-01-15;Bon payeur
CLI-0411;EHPAD Les Glycines 80;Professionnel;Bègles;33130;Bordeaux;Bouche-à-oreille;2024-01-18;Bon payeur
CLI-0412;SARL Toitures Sud 13;Professionnel;Libourne;33500;Bordeaux;Prospection;2024-01-21;Standard
CLI-0413;Pauline Dupuis;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2024-01-24;Standard
CLI-0414;Adrien Nguyen;Particulier;Blagnac;31700;Toulouse;Google Ads;2024-01-25;Standard
CLI-0415;Rachida Masson;Particulier;Bordeaux;33000;Bordeaux;Google Ads;2024-01-27;Lent
CLI-0416;Olivier Charpentier;Particulier;Mérignac;33700;Bordeaux;Google Ads;2024-02-02;Standard
CLI-0417;Damien Noel;Particulier;Tournefeuille;31170;Toulouse;Prospection;2024-02-03;Lent
CLI-0418;Tiphaine Charpentier;Particulier;Libourne;33500;Bordeaux;Site web;2024-02-05;Standard
CLI-0419;Damien Millet;Particulier;Tournefeuille;31170;Toulouse;Prospection;2024-02-06;Standard
CLI-0420;Camping Les Pins 87;Syndic;Muret;31600;Toulouse;Site web;2024-02-07;Lent
CLI-0421;Gérard Blanc;Particulier;Pessac;33600;Bordeaux;Annuaire pro;2024-02-08;Bon payeur
CLI-0422;Serge Bonnet;Particulier;Mérignac;33700;Bordeaux;Site web;2024-02-09;Bon payeur
CLI-0423;Syndic Gestion Aquitaine 33;Syndic;Bègles;33130;Bordeaux;Bouche-à-oreille;2024-02-11;Lent
CLI-0424;Cédric Barbier;Particulier;Bègles;33130;Bordeaux;Bouche-à-oreille;2024-02-13;Standard
CLI-0425;Lycée Saint-Exupéry 41;Professionnel;Balma;31130;Toulouse;Site web;2024-02-15;Lent
CLI-0426;Hélène Dubois;Particulier;Toulouse;31000;Toulouse;Bouche-à-oreille;2024-02-17;Bon payeur
CLI-0427;Quentin Lefèvre;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2024-02-19;Standard
CLI-0428;Adrien Lemoine;Particulier;Blagnac;31700;Toulouse;Google Ads;2024-02-24;Bon payeur
CLI-0429;Boulangerie Marchetti 42;Syndic;Toulouse;31000;Toulouse;Site web;2024-02-27;Lent
CLI-0430;Franck Dubois;Particulier;Blagnac;31700;Toulouse;Site web;2024-03-01;Bon payeur
CLI-0431;Hôtel Le Cardinal 59;Syndic;Balma;31130;Toulouse;Bouche-à-oreille;2024-03-02;Bon payeur
CLI-0432;SARL Toitures Sud 29;Professionnel;Libourne;33500;Bordeaux;Site web;2024-03-06;Standard
CLI-0433;Pauline Moreau;Particulier;Toulouse;31000;Toulouse;Google Ads;2024-03-08;Standard
CLI-0434;Elsa Faure;Particulier;Mérignac;33700;Bordeaux;Annuaire pro;2024-03-09;Bon payeur
CLI-0435;Yasmine Guerin;Particulier;Blagnac;31700;Toulouse;Site web;2024-03-10;Standard
CLI-0436;Laure Barbier;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2024-03-11;Bon payeur
CLI-0437;Boulangerie Marchetti 52;Syndic;Bordeaux;33000;Bordeaux;Site web;2024-03-14;Lent
CLI-0438;Fanny Masson;Particulier;Balma;31130;Toulouse;Prospection;2024-03-17;Bon payeur
CLI-0439;William Lemoine;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2024-03-18;Standard
CLI-0440;Marc Bonnet;Particulier;Mérignac;33700;Bordeaux;Bouche-à-oreille;2024-03-19;Litigieux
CLI-0441;Lycée Saint-Exupéry 65;Professionnel;Talence;33400;Bordeaux;Google Ads;2024-03-21;Standard
CLI-0442;Adrien Chevalier;Particulier;Tournefeuille;31170;Toulouse;Bouche-à-oreille;2024-03-25;Standard
CLI-0443;Résidence Belvédère 9;Collectivité;Mérignac;33700;Bordeaux;Prospection;2024-03-26;Litigieux
CLI-0444;Résidence Belvédère 44;Professionnel;Bordeaux;33000;Bordeaux;Partenaire;2024-03-28;Standard
CLI-0445;Office HLM Aquitaine 42;Professionnel;Bordeaux;33000;Bordeaux;Partenaire;2024-03-29;Standard
CLI-0446;SCI Les Tilleuls 12;Syndic;Libourne;33500;Bordeaux;Site web;2024-03-30;Bon payeur
CLI-0447;EHPAD Les Glycines 61;Syndic;Bordeaux;33000;Bordeaux;Site web;2024-04-01;Lent
CLI-0448;Camping Les Pins 48;Professionnel;Tournefeuille;31170;Toulouse;Prospection;2024-04-04;Lent
CLI-0449;Restaurant Le Bistrot 6;Professionnel;Talence;33400;Bordeaux;Google Ads;2024-04-05;Standard
CLI-0450;Fanny Chevalier;Particulier;Libourne;33500;Bordeaux;Prospection;2024-04-06;Bon payeur
CLI-0451;Serge Brun;Particulier;Libourne;33500;Bordeaux;Site web;2024-04-11;Bon payeur
CLI-0452;Nathalie Léger;Particulier;Bègles;33130;Bordeaux;Partenaire;2024-04-16;Bon payeur
CLI-0453;Delphine Bonnet;Particulier;Pessac;33600;Bordeaux;Google Ads;2024-04-17;Bon payeur
CLI-0454;Émile Dubois;Particulier;Pessac;33600;Bordeaux;Annuaire pro;2024-04-19;Standard
CLI-0455;Béatrice Moreau;Particulier;Balma;31130;Toulouse;Bouche-à-oreille;2024-04-21;Bon payeur
CLI-0456;Brasserie du Port 77;Professionnel;Pessac;33600;Bordeaux;Bouche-à-oreille;2024-04-22;Bon payeur
CLI-0457;Ibrahim Blanc;Particulier;Talence;33400;Bordeaux;Site web;2024-04-23;Bon payeur
CLI-0458;Gaëlle Brun;Particulier;Balma;31130;Toulouse;Site web;2024-04-24;Lent
CLI-0459;Menuiserie Lacoste 5;Professionnel;Mérignac;33700;Bordeaux;Prospection;2024-04-25;Bon payeur
CLI-0460;SCI Les Tilleuls 87;Professionnel;Tournefeuille;31170;Toulouse;Bouche-à-oreille;2024-04-26;Bon payeur
CLI-0461;Marc Da Silva;Particulier;Tournefeuille;31170;Toulouse;Annuaire pro;2024-04-27;Standard
CLI-0462;Pharmacie Centrale 52;Professionnel;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2024-04-28;Standard
CLI-0463;Gaëlle Roussel;Particulier;Muret;31600;Toulouse;Partenaire;2024-04-29;Standard
CLI-0464;Hélène Aubert;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2024-05-01;Standard
CLI-0465;Valérie Poirier;Particulier;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2024-05-05;Bon payeur
CLI-0466;Salle de sport Ironfit 23;Collectivité;Pessac;33600;Bordeaux;Site web;2024-05-06;Standard
CLI-0467;Elsa Poirier;Particulier;Bègles;33130;Bordeaux;Google Ads;2024-05-07;Standard
CLI-0468;Serge Millet;Particulier;Libourne;33500;Bordeaux;Bouche-à-oreille;2024-05-08;Standard
CLI-0469;Auto-école Conduite Plus 57;Professionnel;Toulouse;31000;Toulouse;Partenaire;2024-05-09;Standard
CLI-0470;Marc Girard;Particulier;Talence;33400;Bordeaux;Bouche-à-oreille;2024-05-11;Bon payeur
CLI-0471;Cabinet comptable Serval 40;Syndic;Muret;31600;Toulouse;Partenaire;2024-05-13;Litigieux
CLI-0472;Hôtel Le Cardinal 37;Professionnel;Talence;33400;Bordeaux;Bouche-à-oreille;2024-05-14;Standard
CLI-0473;Damien Chevalier;Particulier;Balma;31130;Toulouse;Site web;2024-05-15;Bon payeur
CLI-0474;SARL Toitures Sud 24;Professionnel;Toulouse;31000;Toulouse;Google Ads;2024-05-17;Lent
CLI-0475;Serge Brun;Particulier;Tournefeuille;31170;Toulouse;Partenaire;2024-05-19;Lent
CLI-0476;Émile Blanc;Particulier;Pessac;33600;Bordeaux;Site web;2024-05-20;Standard
CLI-0477;Groupe scolaire Jean-Jaurès 99;Professionnel;Talence;33400;Bordeaux;Google Ads;2024-05-23;Standard
CLI-0478;Gaëlle Vidal;Particulier;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2024-05-24;Standard
CLI-0479;Menuiserie Lacoste 45;Professionnel;Talence;33400;Bordeaux;Site web;2024-05-26;Litigieux
CLI-0480;Elsa Colin;Particulier;Tournefeuille;31170;Toulouse;Site web;2024-05-27;Standard
CLI-0481;Auto-école Conduite Plus 22;Syndic;Bordeaux;33000;Bordeaux;Bouche-à-oreille;2024-05-29;Standard
CLI-0482;Supérette Vival 20;Syndic;Balma;31130;Toulouse;Partenaire;2024-06-01;Standard
CLI-0483;Béatrice Perrin;Particulier;Pessac;33600;Bordeaux;Bouche-à-oreille;2024-06-02;Standard
CLI-0484;Hugo Girard;Particulier;Talence;33400;Bordeaux;Bouche-à-oreille;2024-06-04;Standard
CLI-0485;Franck Gaillard;Particulier;Balma;31130;Toulouse;Bouche-à-oreille;2024-06-05;Standard
