relance_id;devis_id;date_relance;mois;exercice;rang;canal;agence;commercial;issue;duree_min
REL-00833;DEV-00631;2023-09-23;2023-09;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;5.0
REL-00834;DEV-00632;2023-09-22;2023-09;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Refus signifié;8.3
REL-00835;DEV-00634;2023-09-27;2023-09;2023-2024;1;Email;Bordeaux;Karim Belkacem;Sans réponse;4.1
REL-00836;DEV-00635;2023-09-24;2023-09;2023-2024;1;Email;Toulouse;Nadia Cherif;Sans réponse;2.8
REL-00837;DEV-00636;2023-09-24;2023-09;2023-2024;1;Email;Bordeaux;Karim Belkacem;Accord obtenu;2.1
REL-00838;DEV-00637;2023-10-03;2023-10;2023-2024;1;Email;Bordeaux;Karim Belkacem;Sans réponse;3.5
REL-00839;DEV-00637;2023-10-16;2023-10;2023-2024;2;SMS;Bordeaux;Karim Belkacem;Accord obtenu;4.7
REL-00840;DEV-00638;2023-09-26;2023-09;2023-2024;1;Téléphone;Toulouse;Nadia Cherif;Négociation en cours;2.2
REL-00841;DEV-00638;2023-10-05;2023-10;2023-2024;2;Email;Toulouse;Nadia Cherif;Sans réponse;1.0
REL-00842;DEV-00638;2023-10-12;2023-10;2023-2024;3;Email;Toulouse;Nadia Cherif;Refus signifié;3.9
REL-00843;DEV-00642;2023-09-28;2023-09;2023-2024;1;SMS;Toulouse;Nadia Cherif;Injoignable;4.2
REL-00844;DEV-00642;2023-10-04;2023-10;2023-2024;2;Téléphone;Toulouse;Nadia Cherif;Négociation en cours;9.9
REL-00845;DEV-00644;2023-10-12;2023-10;2023-2024;1;Email;Bordeaux;Sophie Marchand;Rappel demandé;3.4
REL-00846;DEV-00644;2023-10-25;2023-10;2023-2024;2;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;4.9
REL-00847;DEV-00646;2023-09-30;2023-09;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Refus signifié;5.3
REL-00848;DEV-00649;2023-10-09;2023-10;2023-2024;1;Email;Toulouse;Nadia Cherif;Injoignable;3.9
REL-00849;DEV-00650;2023-10-13;2023-10;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;9.4
REL-00850;DEV-00650;2023-10-18;2023-10;2023-2024;2;Email;Bordeaux;Sophie Marchand;Accord obtenu;4.5
REL-00851;DEV-00652;2023-10-12;2023-10;2023-2024;1;Téléphone;Toulouse;Julien Fabre;Sans réponse;5.9
REL-00852;DEV-00653;2023-10-09;2023-10;2023-2024;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;3.7
REL-00853;DEV-00653;2023-10-18;2023-10;2023-2024;2;Email;Bordeaux;Karim Belkacem;Injoignable;2.5
REL-00854;DEV-00653;2023-10-27;2023-10;2023-2024;3;Email;Bordeaux;Karim Belkacem;Négociation en cours;2.8
REL-00855;DEV-00654;2023-10-21;2023-10;2023-2024;1;Email;Bordeaux;Karim Belkacem;Sans réponse;4.0
REL-00856;DEV-00654;2023-11-01;2023-11;2023-2024;2;Email;Bordeaux;Karim Belkacem;Sans réponse;4.9
REL-00857;DEV-00655;2023-10-08;2023-10;2023-2024;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;3.4
REL-00858;DEV-00655;2023-10-18;2023-10;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;3.2
REL-00859;DEV-00656;2023-10-11;2023-10;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;5.9
REL-00860;DEV-00656;2023-10-25;2023-10;2023-2024;2;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;10.3
REL-00861;DEV-00656;2023-11-02;2023-11;2023-2024;3;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;4.2
REL-00862;DEV-00657;2023-10-14;2023-10;2023-2024;1;Email;Bordeaux;Sophie Marchand;Refus signifié;3.0
REL-00863;DEV-00659;2023-10-10;2023-10;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;13.8
REL-00864;DEV-00659;2023-10-16;2023-10;2023-2024;2;Téléphone;Bordeaux;Sophie Marchand;Négociation en cours;10.9
REL-00865;DEV-00659;2023-10-21;2023-10;2023-2024;3;Email;Bordeaux;Sophie Marchand;Sans réponse;3.2
REL-00866;DEV-00660;2023-10-17;2023-10;2023-2024;1;Téléphone;Toulouse;Julien Fabre;Sans réponse;5.4
REL-00867;DEV-00661;2023-10-20;2023-10;2023-2024;1;Email;Bordeaux;Karim Belkacem;Sans réponse;2.7
REL-00868;DEV-00661;2023-10-25;2023-10;2023-2024;2;SMS;Bordeaux;Karim Belkacem;Sans réponse;4.3
REL-00869;DEV-00661;2023-10-30;2023-10;2023-2024;3;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;12.0
REL-00870;DEV-00661;2023-11-08;2023-11;2023-2024;4;Email;Bordeaux;Karim Belkacem;Refus signifié;1.1
REL-00871;DEV-00662;2023-10-12;2023-10;2023-2024;1;Email;Bordeaux;Karim Belkacem;Injoignable;2.1
REL-00872;DEV-00662;2023-10-25;2023-10;2023-2024;2;Email;Bordeaux;Karim Belkacem;Sans réponse;3.1
REL-00873;DEV-00663;2023-10-20;2023-10;2023-2024;1;Email;Toulouse;Julien Fabre;Rappel demandé;2.2
REL-00874;DEV-00663;2023-10-28;2023-10;2023-2024;2;Email;Toulouse;Julien Fabre;Négociation en cours;4.7
REL-00875;DEV-00665;2023-10-13;2023-10;2023-2024;1;SMS;Bordeaux;Karim Belkacem;Sans réponse;3.6
REL-00876;DEV-00665;2023-10-18;2023-10;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;4.9
REL-00877;DEV-00666;2023-10-16;2023-10;2023-2024;1;Email;Bordeaux;Sophie Marchand;Accord obtenu;2.1
REL-00878;DEV-00667;2023-10-15;2023-10;2023-2024;1;Email;Toulouse;Julien Fabre;Accord obtenu;1.7
REL-00879;DEV-00668;2023-10-18;2023-10;2023-2024;1;Téléphone;Toulouse;Nadia Cherif;Rappel demandé;5.5
REL-00880;DEV-00669;2023-10-14;2023-10;2023-2024;1;Email;Bordeaux;Sophie Marchand;Accord obtenu;2.1
REL-00881;DEV-00670;2023-10-22;2023-10;2023-2024;1;Email;Toulouse;Julien Fabre;Sans réponse;1.2
REL-00882;DEV-00672;2023-10-18;2023-10;2023-2024;1;Email;Bordeaux;Sophie Marchand;Sans réponse;1.1
REL-00883;DEV-00672;2023-10-27;2023-10;2023-2024;2;Email;Bordeaux;Sophie Marchand;Refus signifié;1.2
REL-00884;DEV-00673;2023-10-19;2023-10;2023-2024;1;Email;Bordeaux;Karim Belkacem;Sans réponse;4.0
REL-00885;DEV-00673;2023-10-26;2023-10;2023-2024;2;Email;Bordeaux;Karim Belkacem;Négociation en cours;5.0
REL-00886;DEV-00675;2023-10-21;2023-10;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;2.3
REL-00887;DEV-00675;2023-11-03;2023-11;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Injoignable;9.2
REL-00888;DEV-00676;2023-11-03;2023-11;2023-2024;1;Email;Toulouse;Julien Fabre;Rappel demandé;4.6
REL-00889;DEV-00676;2023-11-10;2023-11;2023-2024;2;Téléphone;Toulouse;Julien Fabre;Négociation en cours;2.6
REL-00890;DEV-00677;2023-10-23;2023-10;2023-2024;1;SMS;Toulouse;Julien Fabre;Injoignable;3.0
REL-00891;DEV-00677;2023-10-31;2023-10;2023-2024;2;Email;Toulouse;Julien Fabre;Accord obtenu;2.8
REL-00892;DEV-00678;2023-10-27;2023-10;2023-2024;1;Email;Bordeaux;Sophie Marchand;Négociation en cours;4.0
REL-00893;DEV-00678;2023-11-08;2023-11;2023-2024;2;Email;Bordeaux;Sophie Marchand;Rappel demandé;1.7
REL-00894;DEV-00678;2023-11-13;2023-11;2023-2024;3;Téléphone;Bordeaux;Sophie Marchand;Refus signifié;12.8
REL-00895;DEV-00679;2023-10-28;2023-10;2023-2024;1;Email;Bordeaux;Karim Belkacem;Accord obtenu;2.5
REL-00896;DEV-00680;2023-10-31;2023-10;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;11.2
REL-00897;DEV-00682;2023-10-27;2023-10;2023-2024;1;Email;Toulouse;Nadia Cherif;Accord obtenu;4.4
REL-00898;DEV-00684;2023-10-28;2023-10;2023-2024;1;Téléphone;Toulouse;Julien Fabre;Sans réponse;10.4
REL-00899;DEV-00684;2023-11-08;2023-11;2023-2024;2;Téléphone;Toulouse;Julien Fabre;Refus signifié;13.1
REL-00900;DEV-00685;2023-10-25;2023-10;2023-2024;1;Email;Bordeaux;Karim Belkacem;Sans réponse;1.3
REL-00901;DEV-00685;2023-10-31;2023-10;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;2.0
REL-00902;DEV-00686;2023-10-29;2023-10;2023-2024;1;Email;Toulouse;Julien Fabre;Refus signifié;1.2
REL-00903;DEV-00687;2023-10-28;2023-10;2023-2024;1;SMS;Toulouse;Julien Fabre;Accord obtenu;4.0
REL-00904;DEV-00688;2023-11-02;2023-11;2023-2024;1;SMS;Bordeaux;Karim Belkacem;Injoignable;2.0
REL-00905;DEV-00688;2023-11-10;2023-11;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Injoignable;2.5
REL-00906;DEV-00689;2023-11-05;2023-11;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Négociation en cours;13.2
REL-00907;DEV-00690;2023-11-03;2023-11;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Injoignable;6.7
REL-00908;DEV-00690;2023-11-10;2023-11;2023-2024;2;SMS;Bordeaux;Sophie Marchand;Sans réponse;3.9
REL-00909;DEV-00691;2023-10-30;2023-10;2023-2024;1;SMS;Toulouse;Julien Fabre;Injoignable;2.9
REL-00910;DEV-00691;2023-11-07;2023-11;2023-2024;2;Téléphone;Toulouse;Julien Fabre;Accord obtenu;2.7
REL-00911;DEV-00692;2023-10-31;2023-10;2023-2024;1;Email;Toulouse;Nadia Cherif;Accord obtenu;2.6
REL-00912;DEV-00693;2023-11-03;2023-11;2023-2024;1;Email;Bordeaux;Karim Belkacem;Refus signifié;2.4
REL-00913;DEV-00694;2023-10-31;2023-10;2023-2024;1;SMS;Bordeaux;Karim Belkacem;Injoignable;2.4
REL-00914;DEV-00694;2023-11-10;2023-11;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;9.8
REL-00915;DEV-00695;2023-11-01;2023-11;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;11.6
REL-00916;DEV-00695;2023-11-11;2023-11;2023-2024;2;Email;Bordeaux;Karim Belkacem;Sans réponse;2.1
REL-00917;DEV-00695;2023-11-16;2023-11;2023-2024;3;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;3.5
REL-00918;DEV-00695;2023-11-23;2023-11;2023-2024;4;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;10.7
REL-00919;DEV-00696;2023-11-11;2023-11;2023-2024;1;Email;Bordeaux;Sophie Marchand;Sans réponse;3.2
REL-00920;DEV-00696;2023-11-18;2023-11;2023-2024;2;Email;Bordeaux;Sophie Marchand;Accord obtenu;4.0
REL-00921;DEV-00697;2023-11-12;2023-11;2023-2024;1;Téléphone;Toulouse;Nadia Cherif;Négociation en cours;8.8
REL-00922;DEV-00698;2023-11-05;2023-11;2023-2024;1;Email;Bordeaux;Sophie Marchand;Injoignable;4.3
REL-00923;DEV-00698;2023-11-15;2023-11;2023-2024;2;Email;Bordeaux;Sophie Marchand;Accord obtenu;2.6
REL-00924;DEV-00699;2023-11-06;2023-11;2023-2024;1;SMS;Bordeaux;Sophie Marchand;Accord obtenu;4.8
REL-00925;DEV-00702;2023-11-08;2023-11;2023-2024;1;Email;Bordeaux;Sophie Marchand;Rappel demandé;1.6
REL-00926;DEV-00702;2023-11-21;2023-11;2023-2024;2;Email;Bordeaux;Sophie Marchand;Injoignable;2.0
REL-00927;DEV-00702;2023-12-01;2023-12;2023-2024;3;Email;Bordeaux;Sophie Marchand;Rappel demandé;2.1
REL-00928;DEV-00704;2023-11-07;2023-11;2023-2024;1;Email;Toulouse;Julien Fabre;Sans réponse;3.0
REL-00929;DEV-00704;2023-11-16;2023-11;2023-2024;2;Email;Toulouse;Julien Fabre;Accord obtenu;4.7
REL-00930;DEV-00706;2023-11-08;2023-11;2023-2024;1;SMS;Toulouse;Nadia Cherif;Sans réponse;2.0
REL-00931;DEV-00706;2023-11-19;2023-11;2023-2024;2;Email;Toulouse;Nadia Cherif;Rappel demandé;4.4
REL-00932;DEV-00708;2023-11-11;2023-11;2023-2024;1;Email;Toulouse;Julien Fabre;Rappel demandé;4.1
REL-00933;DEV-00708;2023-11-21;2023-11;2023-2024;2;Email;Toulouse;Julien Fabre;Sans réponse;1.7
REL-00934;DEV-00709;2023-11-10;2023-11;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;4.3
REL-00935;DEV-00711;2023-11-13;2023-11;2023-2024;1;Email;Toulouse;Nadia Cherif;Injoignable;1.8
REL-00936;DEV-00711;2023-11-25;2023-11;2023-2024;2;Téléphone;Toulouse;Nadia Cherif;Accord obtenu;6.9
REL-00937;DEV-00712;2023-11-14;2023-11;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;6.3
REL-00938;DEV-00712;2023-11-24;2023-11;2023-2024;2;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;3.2
REL-00939;DEV-00713;2023-11-10;2023-11;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;2.8
REL-00940;DEV-00713;2023-11-21;2023-11;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Refus signifié;12.2
REL-00941;DEV-00715;2023-11-17;2023-11;2023-2024;1;Email;Toulouse;Nadia Cherif;Accord obtenu;1.9
REL-00942;DEV-00716;2023-11-18;2023-11;2023-2024;1;Email;Toulouse;Nadia Cherif;Rappel demandé;2.5
REL-00943;DEV-00716;2023-11-24;2023-11;2023-2024;2;Email;Toulouse;Nadia Cherif;Accord obtenu;2.0
REL-00944;DEV-00717;2023-11-17;2023-11;2023-2024;1;Email;Bordeaux;Karim Belkacem;Sans réponse;4.9
REL-00945;DEV-00717;2023-11-24;2023-11;2023-2024;2;Email;Bordeaux;Karim Belkacem;Injoignable;3.2
REL-00946;DEV-00717;2023-12-03;2023-12;2023-2024;3;Téléphone;Bordeaux;Karim Belkacem;Injoignable;4.2
REL-00947;DEV-00718;2023-11-15;2023-11;2023-2024;1;Téléphone;Toulouse;Nadia Cherif;Sans réponse;5.5
REL-00948;DEV-00720;2023-11-15;2023-11;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Négociation en cours;10.6
REL-00949;DEV-00720;2023-11-24;2023-11;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;11.5
REL-00950;DEV-00721;2023-11-20;2023-11;2023-2024;1;Téléphone;Toulouse;Julien Fabre;Injoignable;6.4
REL-00951;DEV-00721;2023-11-27;2023-11;2023-2024;2;Email;Toulouse;Julien Fabre;Sans réponse;4.8
REL-00952;DEV-00721;2023-12-03;2023-12;2023-2024;3;Email;Toulouse;Julien Fabre;Accord obtenu;3.6
REL-00953;DEV-00723;2023-11-20;2023-11;2023-2024;1;Email;Bordeaux;Sophie Marchand;Injoignable;3.0
REL-00954;DEV-00723;2023-11-29;2023-11;2023-2024;2;Email;Bordeaux;Sophie Marchand;Sans réponse;3.1
REL-00955;DEV-00724;2023-11-25;2023-11;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;10.8
REL-00956;DEV-00724;2023-12-05;2023-12;2023-2024;2;SMS;Bordeaux;Karim Belkacem;Refus signifié;1.8
REL-00957;DEV-00726;2023-11-26;2023-11;2023-2024;1;Email;Bordeaux;Karim Belkacem;Rappel demandé;3.0
REL-00958;DEV-00726;2023-12-04;2023-12;2023-2024;2;Email;Bordeaux;Karim Belkacem;Sans réponse;1.7
REL-00959;DEV-00726;2023-12-11;2023-12;2023-2024;3;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;8.3
REL-00960;DEV-00728;2023-11-22;2023-11;2023-2024;1;Email;Toulouse;Julien Fabre;Sans réponse;4.2
REL-00961;DEV-00728;2023-12-01;2023-12;2023-2024;2;SMS;Toulouse;Julien Fabre;Sans réponse;3.8
REL-00962;DEV-00728;2023-12-11;2023-12;2023-2024;3;Email;Toulouse;Julien Fabre;Accord obtenu;1.3
REL-00963;DEV-00729;2023-11-28;2023-11;2023-2024;1;Téléphone;Toulouse;Nadia Cherif;Sans réponse;5.3
REL-00964;DEV-00729;2023-12-06;2023-12;2023-2024;2;Email;Toulouse;Nadia Cherif;Sans réponse;2.0
REL-00965;DEV-00732;2023-11-27;2023-11;2023-2024;1;Email;Toulouse;Nadia Cherif;Sans réponse;2.9
REL-00966;DEV-00733;2023-11-26;2023-11;2023-2024;1;SMS;Bordeaux;Karim Belkacem;Injoignable;2.1
REL-00967;DEV-00735;2023-12-01;2023-12;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Refus signifié;5.4
REL-00968;DEV-00736;2023-11-27;2023-11;2023-2024;1;SMS;Bordeaux;Sophie Marchand;Rappel demandé;4.5
REL-00969;DEV-00737;2023-11-30;2023-11;2023-2024;1;Email;Toulouse;Julien Fabre;Rappel demandé;4.1
REL-00970;DEV-00737;2023-12-08;2023-12;2023-2024;2;Téléphone;Toulouse;Julien Fabre;Rappel demandé;9.0
REL-00971;DEV-00737;2023-12-17;2023-12;2023-2024;3;SMS;Toulouse;Julien Fabre;Accord obtenu;2.1
REL-00972;DEV-00739;2023-11-28;2023-11;2023-2024;1;Email;Bordeaux;Sophie Marchand;Refus signifié;4.8
REL-00973;DEV-00740;2023-12-03;2023-12;2023-2024;1;Email;Bordeaux;Karim Belkacem;Refus signifié;4.9
REL-00974;DEV-00741;2023-11-29;2023-11;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;9.2
REL-00975;DEV-00741;2023-12-08;2023-12;2023-2024;2;Email;Bordeaux;Sophie Marchand;Rappel demandé;1.6
REL-00976;DEV-00741;2023-12-16;2023-12;2023-2024;3;SMS;Bordeaux;Sophie Marchand;Sans réponse;1.2
REL-00977;DEV-00741;2023-12-23;2023-12;2023-2024;4;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;9.1
REL-00978;DEV-00742;2023-12-01;2023-12;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Injoignable;13.4
REL-00979;DEV-00742;2023-12-14;2023-12;2023-2024;2;Email;Bordeaux;Sophie Marchand;Rappel demandé;4.3
REL-00980;DEV-00742;2023-12-21;2023-12;2023-2024;3;Email;Bordeaux;Sophie Marchand;Sans réponse;3.5
REL-00981;DEV-00743;2023-12-02;2023-12;2023-2024;1;Email;Toulouse;Julien Fabre;Rappel demandé;3.8
REL-00982;DEV-00743;2023-12-09;2023-12;2023-2024;2;Téléphone;Toulouse;Julien Fabre;Rappel demandé;4.3
REL-00983;DEV-00744;2023-12-06;2023-12;2023-2024;1;Email;Toulouse;Nadia Cherif;Sans réponse;1.7
REL-00984;DEV-00744;2023-12-15;2023-12;2023-2024;2;Téléphone;Toulouse;Nadia Cherif;Négociation en cours;9.8
REL-00985;DEV-00745;2023-12-14;2023-12;2023-2024;1;Email;Bordeaux;Sophie Marchand;Refus signifié;2.9
REL-00986;DEV-00746;2023-12-08;2023-12;2023-2024;1;Email;Toulouse;Nadia Cherif;Accord obtenu;3.3
REL-00987;DEV-00747;2023-12-08;2023-12;2023-2024;1;Téléphone;Toulouse;Nadia Cherif;Accord obtenu;11.5
REL-00988;DEV-00749;2023-12-07;2023-12;2023-2024;1;Email;Bordeaux;Sophie Marchand;Injoignable;4.8
REL-00989;DEV-00749;2023-12-14;2023-12;2023-2024;2;Téléphone;Bordeaux;Sophie Marchand;Rappel demandé;10.9
REL-00990;DEV-00750;2023-12-13;2023-12;2023-2024;1;Email;Bordeaux;Sophie Marchand;Accord obtenu;3.8
REL-00991;DEV-00751;2023-12-06;2023-12;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Rappel demandé;2.9
REL-00992;DEV-00751;2023-12-11;2023-12;2023-2024;2;Email;Bordeaux;Karim Belkacem;Sans réponse;2.8
REL-00993;DEV-00751;2023-12-21;2023-12;2023-2024;3;Téléphone;Bordeaux;Karim Belkacem;Refus signifié;11.3
REL-00994;DEV-00753;2023-12-09;2023-12;2023-2024;1;Email;Bordeaux;Karim Belkacem;Injoignable;2.5
REL-00995;DEV-00753;2023-12-17;2023-12;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Sans réponse;5.6
REL-00996;DEV-00754;2023-12-08;2023-12;2023-2024;1;SMS;Bordeaux;Karim Belkacem;Sans réponse;1.4
REL-00997;DEV-00754;2023-12-14;2023-12;2023-2024;2;Email;Bordeaux;Karim Belkacem;Rappel demandé;2.9
REL-00998;DEV-00757;2023-12-08;2023-12;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;8.7
REL-00999;DEV-00758;2023-12-16;2023-12;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;2.8
REL-01000;DEV-00758;2023-12-23;2023-12;2023-2024;2;Email;Bordeaux;Sophie Marchand;Accord obtenu;4.2
REL-01001;DEV-00759;2023-12-20;2023-12;2023-2024;1;Email;Toulouse;Nadia Cherif;Rappel demandé;2.0
REL-01002;DEV-00759;2024-01-02;2024-01;2023-2024;2;Email;Toulouse;Nadia Cherif;Refus signifié;3.3
REL-01003;DEV-00760;2023-12-19;2023-12;2023-2024;1;Email;Toulouse;Nadia Cherif;Refus signifié;1.7
REL-01004;DEV-00761;2023-12-11;2023-12;2023-2024;1;Email;Toulouse;Nadia Cherif;Sans réponse;3.6
REL-01005;DEV-00761;2023-12-23;2023-12;2023-2024;2;Téléphone;Toulouse;Nadia Cherif;Injoignable;8.8
REL-01006;DEV-00761;2024-01-01;2024-01;2023-2024;3;Email;Toulouse;Nadia Cherif;Sans réponse;2.9
REL-01007;DEV-00762;2023-12-17;2023-12;2023-2024;1;Email;Bordeaux;Sophie Marchand;Sans réponse;4.0
REL-01008;DEV-00762;2023-12-26;2023-12;2023-2024;2;Email;Bordeaux;Sophie Marchand;Accord obtenu;3.8
REL-01009;DEV-00763;2023-12-21;2023-12;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Refus signifié;3.5
REL-01010;DEV-00766;2023-12-19;2023-12;2023-2024;1;Téléphone;Bordeaux;Karim Belkacem;Injoignable;10.1
REL-01011;DEV-00767;2023-12-14;2023-12;2023-2024;1;Téléphone;Toulouse;Julien Fabre;Sans réponse;3.3
REL-01012;DEV-00768;2023-12-26;2023-12;2023-2024;1;Email;Toulouse;Nadia Cherif;Sans réponse;4.4
REL-01013;DEV-00770;2023-12-15;2023-12;2023-2024;1;Email;Toulouse;Nadia Cherif;Accord obtenu;4.3
REL-01014;DEV-00771;2023-12-19;2023-12;2023-2024;1;SMS;Bordeaux;Karim Belkacem;Refus signifié;2.7
REL-01015;DEV-00773;2023-12-24;2023-12;2023-2024;1;Email;Bordeaux;Sophie Marchand;Sans réponse;4.1
REL-01016;DEV-00774;2023-12-20;2023-12;2023-2024;1;Téléphone;Toulouse;Nadia Cherif;Sans réponse;4.7
REL-01017;DEV-00774;2023-12-26;2023-12;2023-2024;2;Email;Toulouse;Nadia Cherif;Rappel demandé;3.3
REL-01018;DEV-00774;2024-01-07;2024-01;2023-2024;3;Téléphone;Toulouse;Nadia Cherif;Accord obtenu;8.3
REL-01019;DEV-00775;2023-12-23;2023-12;2023-2024;1;Téléphone;Toulouse;Julien Fabre;Injoignable;4.2
REL-01020;DEV-00775;2024-01-01;2024-01;2023-2024;2;SMS;Toulouse;Julien Fabre;Sans réponse;4.7
REL-01021;DEV-00775;2024-01-07;2024-01;2023-2024;3;Téléphone;Toulouse;Julien Fabre;Négociation en cours;12.0
REL-01022;DEV-00776;2023-12-23;2023-12;2023-2024;1;SMS;Bordeaux;Sophie Marchand;Négociation en cours;2.4
REL-01023;DEV-00776;2023-12-28;2023-12;2023-2024;2;Email;Bordeaux;Sophie Marchand;Accord obtenu;3.6
REL-01024;DEV-00778;2023-12-29;2023-12;2023-2024;1;Email;Bordeaux;Sophie Marchand;Accord obtenu;1.8
REL-01025;DEV-00779;2023-12-24;2023-12;2023-2024;1;Email;Bordeaux;Sophie Marchand;Rappel demandé;2.0
REL-01026;DEV-00779;2023-12-31;2023-12;2023-2024;2;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;2.7
REL-01027;DEV-00780;2023-12-19;2023-12;2023-2024;1;Email;Bordeaux;Karim Belkacem;Sans réponse;4.2
REL-01028;DEV-00780;2023-12-31;2023-12;2023-2024;2;Email;Bordeaux;Karim Belkacem;Injoignable;4.7
REL-01029;DEV-00780;2024-01-07;2024-01;2023-2024;3;Téléphone;Bordeaux;Karim Belkacem;Accord obtenu;6.2
REL-01030;DEV-00781;2023-12-26;2023-12;2023-2024;1;Email;Toulouse;Nadia Cherif;Sans réponse;2.8
REL-01031;DEV-00781;2024-01-04;2024-01;2023-2024;2;Email;Toulouse;Nadia Cherif;Injoignable;2.2
REL-01032;DEV-00781;2024-01-12;2024-01;2023-2024;3;Téléphone;Toulouse;Nadia Cherif;Injoignable;2.8
REL-01033;DEV-00781;2024-01-18;2024-01;2023-2024;4;Email;Toulouse;Nadia Cherif;Sans réponse;2.9
REL-01034;DEV-00782;2023-12-24;2023-12;2023-2024;1;Email;Bordeaux;Karim Belkacem;Injoignable;1.9
REL-01035;DEV-00785;2023-12-27;2023-12;2023-2024;1;Email;Toulouse;Julien Fabre;Rappel demandé;2.3
REL-01036;DEV-00785;2024-01-02;2024-01;2023-2024;2;Email;Toulouse;Julien Fabre;Accord obtenu;4.4
REL-01037;DEV-00786;2024-01-01;2024-01;2023-2024;1;Email;Bordeaux;Sophie Marchand;Négociation en cours;1.3
REL-01038;DEV-00786;2024-01-15;2024-01;2023-2024;2;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;7.7
REL-01039;DEV-00787;2023-12-27;2023-12;2023-2024;1;Email;Toulouse;Nadia Cherif;Négociation en cours;2.8
REL-01040;DEV-00788;2023-12-26;2023-12;2023-2024;1;Email;Bordeaux;Sophie Marchand;Sans réponse;4.0
REL-01041;DEV-00789;2023-12-23;2023-12;2023-2024;1;SMS;Bordeaux;Karim Belkacem;Injoignable;2.2
REL-01042;DEV-00789;2024-01-05;2024-01;2023-2024;2;Téléphone;Bordeaux;Karim Belkacem;Rappel demandé;4.4
REL-01043;DEV-00791;2023-12-29;2023-12;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;11.3
REL-01044;DEV-00791;2024-01-07;2024-01;2023-2024;2;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;9.5
REL-01045;DEV-00791;2024-01-18;2024-01;2023-2024;3;Téléphone;Bordeaux;Sophie Marchand;Accord obtenu;11.4
REL-01046;DEV-00792;2024-01-02;2024-01;2023-2024;1;Email;Toulouse;Julien Fabre;Refus signifié;2.5
REL-01047;DEV-00793;2023-12-30;2023-12;2023-2024;1;Téléphone;Bordeaux;Sophie Marchand;Sans réponse;2.8
REL-01048;DEV-00795;2023-12-28;2023-12;2023-2024;1;Email;Toulouse;Nadia Cherif;Accord obtenu;1.5
REL-01049;DEV-00796;2024-01-02;2024-01;2023-2024;1;Email;Bordeaux;Sophie Marchand;Sans réponse;4.3
REL-01050;DEV-00796;2024-01-15;2024-01;2023-2024;2;Email;Bordeaux;Sophie Marchand;Injoignable;3.0
